Destination,Budget,Climate,Travel_Type,Best_Season,Duration_Days,Avg_Temperature,Avg_Cost,Rating,Crowd_Level,Accommodation_Type,Family_Friendly,Travel_Method
Manali,Medium,Cold,Adventure,Summer,2,14°C,₹21739,4.14,Low,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,6,19°C,₹27765,3.49,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,3,11°C,₹28594,3.02,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,7,15°C,₹27344,1.84,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,5,17°C,₹20615,2.2,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,4,16°C,₹24690,2.54,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,4,12°C,₹20053,4.85,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,12°C,₹24095,1.02,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,8,13°C,₹24525,2.53,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,8,20°C,₹20829,1.2,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,5,11°C,₹26409,2.35,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,4,10°C,₹22792,2.16,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,2,,₹28431,4.62,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,6,18°C,₹25501,1.49,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,10,10°C,₹22301,2.36,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,9,18°C,₹21909,3.59,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,7,19°C,₹20975,1.71,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,6,20°C,₹21681,1.64,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,5,10°C,₹21377,4.26,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,8,14°C,₹22759,2.29,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,11°C,₹27376,4.56,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,10,16°C,₹28244,4.84,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,10,18°C,₹21214,1.59,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,3,17°C,₹25356,4.65,Medium,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,10,12°C,₹21862,3.62,Low,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,3,12°C,₹23567,2.44,Low,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,4,10°C,₹22054,4.53,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,4,11°C,₹23976,1.04,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,8,13°C,₹28796,2.76,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,5,14°C,₹22205,3.61,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,9,10°C,₹28832,2.95,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,2,12°C,₹24785,1.08,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,9,20°C,₹29803,4.87,Low,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,8,,₹22995,2.39,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,5,17°C,₹27117,3.32,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,10,18°C,₹22773,3.31,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,9,18°C,₹20349,4.54,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,5,15°C,₹27481,1.32,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,4,20°C,₹29479,3.7,Medium,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,2,10°C,₹25671,4.26,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,18°C,₹29037,3.27,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,8,18°C,₹26818,1.5,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,10,11°C,₹24214,2.12,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,7,19°C,₹25452,1.4,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,3,15°C,₹24819,3.33,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,8,10°C,₹29775,2.99,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,8°C,₹25824,4.77,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,4,13°C,₹28136,1.56,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,2,18°C,₹27636,4.97,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,3,12°C,₹28453,2.77,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,4,20°C,₹25245,4.82,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,5,19°C,₹26932,4.03,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,5,19°C,₹23372,4.96,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,7,10°C,₹27077,4.13,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,5,18°C,₹20306,3.82,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,3,10°C,₹22113,3.0,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,4,17°C,₹20746,3.07,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,5,18°C,₹27300,1.73,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,2,20°C,₹22103,2.12,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,4,14°C,₹25004,1.42,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,14°C,₹26473,1.26,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,7,15°C,₹26002,4.84,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,5,12°C,₹22095,3.39,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,3,17°C,₹26189,3.84,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,3,17°C,₹26079,1.87,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,3,19°C,₹28798,3.13,Low,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,5,18°C,₹27807,1.16,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,10,18°C,₹227477,4.23,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,2,18°C,₹29101,2.99,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,7,15°C,₹27937,3.04,Low,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,12°C,₹20540,4.6,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,7,17°C,₹21329,2.01,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,2,10°C,₹22298,3.96,Medium,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,12°C,₹20903,2.44,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,2,14°C,₹24627,2.8,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,3,20°C,₹22218,4.05,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,14°C,₹20354,2.98,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,11°C,₹27267,3.67,Low,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,8,18°C,₹27004,2.93,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,6,12°C,₹24789,4.29,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,3,17°C,₹21346,4.22,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,7,13°C,₹22572,2.85,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,4,17°C,₹24002,2.23,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,5,19°C,₹20980,3.56,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,10,17°C,₹27246,4.73,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,2,14°C,₹27653,2.13,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,45,18°C,₹26979,1.98,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,10,15°C,₹209603,4.15,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,2,17°C,₹20931,1.98,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,9,15°C,₹26247,2.18,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,5,11°C,₹22536,1.49,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,11°C,₹29697,3.56,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,5,13°C,₹26586,1.21,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,20°C,₹25067,1.66,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,6,13°C,₹29183,3.68,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,6,11°C,₹25122,2.08,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,5,15°C,₹25154,2.75,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,20°C,₹26041,3.14,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,7,12°C,₹23192,3.22,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,4,20°C,₹25460,3.03,Medium,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,10,10°C,₹28144,1.35,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,4,12°C,₹25867,2.12,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,8,14°C,₹24480,2.06,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,8,10°C,₹20799,1.03,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,12°C,₹27495,4.22,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,18°C,₹25761,3.61,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,,₹24164,2.87,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,19°C,₹27128,1.37,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,9,17°C,₹20509,3.25,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,5,17°C,₹24860,1.5,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,6,10°C,₹23786,1.99,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,8,12°C,₹23977,1.36,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,7,15°C,₹25018,3.85,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,9,13°C,₹21789,3.84,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,4,18°C,₹23745,4.4,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,9,16°C,₹22119,2.55,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,40,20°C,₹24534,2.11,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,8,12°C,₹29051,1.93,Medium,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,10,12°C,₹22150,3.87,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,20°C,₹201820,1.68,Medium,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,5,14°C,₹22991,3.5,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,9,13°C,₹22182,3.08,Low,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,2,11°C,₹20672,1.55,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,14°C,₹23173,4.82,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,7,11°C,₹25917,2.91,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,10,18°C,₹29302,1.78,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,5,10°C,₹27803,4.37,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,5,19°C,₹27804,4.56,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,9,10°C,₹22619,3.68,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,10°C,₹29953,2.89,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,11°C,₹28559,2.39,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,3,13°C,₹23435,4.25,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,5,17°C,₹20484,1.67,Low,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,11°C,₹27616,1.05,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,10,17°C,₹28408,2.69,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,7,10°C,₹29628,3.3,Low,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,4,19°C,₹27171,4.61,High,Homestay,No,Car
Manali,,Cold,Adventure,Summer,4,12°C,₹27296,3.01,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,5,10°C,₹150125,3.61,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,3,16°C,₹22395,2.95,Medium,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,3,19°C,₹24694,2.7,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,8,18°C,₹29170,3.25,Medium,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,8,11°C,₹20894,3.58,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,9,11°C,₹28257,3.5,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,4,10°C,₹21187,2.11,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,39,15°C,₹29791,4.99,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,14°C,₹27215,2.17,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,7,18°C,₹27324,2.58,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,9,20°C,₹22605,4.81,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,4,16°C,₹27926,4.96,Low,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,17°C,₹28289,4.15,Low,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,8,12°C,₹25577,2.52,Medium,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,2,16°C,₹29924,3.79,Medium,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,7,13°C,₹26646,3.92,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,9,19°C,₹29864,4.46,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,9,10°C,₹20407,2.09,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,17°C,₹20514,4.14,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,9,16°C,₹29172,1.33,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,9,11°C,₹25861,3.83,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,8,18°C,₹27161,1.49,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,9,14°C,₹22790,3.02,Low,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,5,12°C,₹26852,3.84,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,10,13°C,₹29441,4.59,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,3,10°C,₹27553,1.85,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,18°C,₹24236,2.68,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,8,11°C,₹27612,2.56,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,3,19°C,₹21384,2.61,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,8,17°C,₹27374,4.73,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,2,17°C,₹26456,3.25,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,19°C,₹27139,2.32,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,10,10°C,₹24710,3.08,Medium,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,4,14°C,₹24519,1.67,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,4,16°C,₹29950,3.38,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,8,10°C,₹21010,4.2,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,5,19°C,₹20613,1.65,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,5,11°C,₹28912,5.0,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,11°C,₹28328,3.67,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,9,15°C,₹28569,2.28,Low,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,3,11°C,₹25629,2.11,Medium,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,7,18°C,₹23459,1.29,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,7,20°C,₹23957,2.4,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,7,18°C,₹29423,3.84,Medium,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,15°C,₹26341,3.77,Medium,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,9,19°C,₹25022,2.68,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,10,12°C,₹27071,4.44,Low,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,2,17°C,₹29250,1.36,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,4,20°C,₹25125,4.35,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,3,11°C,₹25985,3.29,Low,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,4,14°C,₹26833,1.6,Medium,Homestay,No,Bus
Manali,,Cold,Adventure,Summer,5,13°C,₹23863,4.94,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,4,12°C,₹26279,2.29,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,7,20°C,₹28102,2.25,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,10,12°C,₹24638,2.19,Medium,Lodge,,Car
Manali,Medium,Cold,Adventure,Summer,5,10°C,₹29834,3.95,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,6,10°C,₹22289,2.08,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,3,17°C,₹27933,3.68,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,9,12°C,₹28011,3.52,Medium,Homestay,No,
Manali,Medium,Cold,Adventure,Summer,8,14°C,₹27222,1.26,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,15°C,₹25250,3.23,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,8,16°C,₹26656,1.42,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,2,12°C,₹27580,4.33,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,5,13°C,₹24172,3.55,Medium,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,6,18°C,₹22964,4.25,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,12°C,₹29879,1.88,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,19°C,₹23971,2.26,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,4,16°C,₹23063,1.13,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,5,14°C,,2.58,Medium,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,8,13°C,₹22627,3.35,High,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,9,20°C,₹20923,3.52,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,9,15°C,₹22575,3.03,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,5,19°C,₹23576,3.16,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,19°C,₹20710,3.66,High,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,9,20°C,₹27796,4.54,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,4,11°C,₹27855,3.21,Low,Homestay,No,
Manali,Medium,Cold,Adventure,Summer,5,14°C,₹26900,1.88,High,Homestay,No,Car
Manali,Medium,Cold,Adventure,Summer,3,18°C,₹24670,2.34,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,5,15°C,₹28111,2.25,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,8,16°C,₹29320,2.44,Medium,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,5,10°C,₹23746,2.79,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,6,14°C,₹28451,3.55,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,15°C,₹21516,2.35,Medium,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,8,13°C,₹27940,2.65,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,2,14°C,₹23506,1.74,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,10,12°C,₹22931,1.57,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,4,14°C,₹23116,1.66,High,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,4,19°C,₹26457,3.23,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,2,13°C,₹29887,4.68,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,2,17°C,₹20393,4.8,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,8,16°C,₹26424,3.43,High,Homestay,No,Bus
Manali,Medium,Cold,Adventure,Summer,8,13°C,₹28487,3.02,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,4,15°C,₹26998,3.28,High,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,7,13°C,₹22338,2.79,High,Homestay,,Bus
Manali,Medium,Cold,Adventure,Summer,4,16°C,₹28852,2.89,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,20°C,₹23947,3.55,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,6,15°C,₹21640,3.4,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,10,12°C,₹28227,2.54,Medium,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,7,10°C,₹24027,1.33,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,6,20°C,₹24910,1.19,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,3,18°C,₹20453,2.58,Medium,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,9,12°C,₹23333,4.86,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,3,12°C,₹20455,2.54,Low,Homestay,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,5,20°C,₹22511,3.32,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,5,13°C,₹26471,3.72,Low,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,4,17°C,₹20745,1.98,Low,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,12°C,₹25696,4.59,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,2,16°C,₹29425,1.03,Medium,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,4,15°C,₹23482,4.76,Low,Lodge,No,Car
Manali,Medium,Cold,Adventure,Summer,3,11°C,₹26106,2.25,High,Homestay,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,11°C,₹27621,4.59,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,18°C,₹23053,4.38,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,6,18°C,₹23311,3.51,Low,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,2,16°C,₹20206,2.5,High,Lodge,Yes,Bus
Manali,Medium,Cold,Adventure,Summer,4,18°C,₹23824,3.73,Medium,Lodge,Yes,Car
Manali,Medium,Cold,Adventure,Summer,2,15°C,₹22417,4.54,Low,Lodge,No,Bus
Manali,Medium,Cold,Adventure,Summer,7,17°C,₹29240,3.9,Medium,Lodge,No,Bus
Shimla,High,Cold,Adventure,Summer,3,25°C,₹30436,4.0,High,Homestay,Yes,
Shimla,High,Cold,Adventure,Summer,9,16°C,₹37095,4.18,Low,Lodge,No,Car
Shimla,High,Cold,Adventure,Summer,5,16°C,₹35458,3.03,Medium,Lodge,Yes,Car
Shimla,High,Cold,Adventure,Summer,4,15°C,₹32796,1.16,High,Lodge,No,Car
Shimla,High,Cold,Adventure,Summer,6,18°C,₹30380,4.78,Low,Homestay,No,Bus
Shimla,High,Cold,Adventure,Summer,7,40°C,₹30994,1.11,High,Homestay,No,Car
Shimla,High,Cold,Adventure,Summer,4,23°C,₹35242,3.19,Low,Homestay,Yes,Car
Shimla,High,Cold,Adventure,Summer,6,22°C,₹38261,2.74,High,Lodge,Yes,Car
Shimla,High,Cold,Adventure,Summer,8,15°C,₹37365,2.09,High,Lodge,Yes,Car
Shimla,High,Cold,Adventure,Summer,36,20°C,₹35369,1.34,Medium,Homestay,No,Bus
Shimla,High,Cold,Adventure,Summer,10,18°C,₹32254,1.75,Low,Lodge,Yes,Bus
Shimla,High,Cold,Adventure,Summer,3,20°C,₹31769,4.01,Low,Lodge,No,Bus
Shimla,High,Cold,Adventure,Summer,10,18°C,₹36281,1.12,Low,Homestay,No,Bus
Shimla,High,Cold,Adventure,Summer,7,15°C,₹36574,1.26,Low,Homestay,Yes,Car
Shimla,High,Cold,Adventure,Summer,8,22°C,₹30804,2.09,High,Homestay,No,Car
Shimla,High,Cold,Adventure,Summer,4,18°C,₹31468,4.58,High,Lodge,Yes,Car
Shimla,High,Cold,Adventure,Summer,10,19°C,₹34879,3.74,Low,Lodge,Yes,Bus
Shimla,High,Cold,Adventure,Summer,8,19°C,₹35494,2.54,Medium,Homestay,Yes,Car
Shimla,High,Cold,Adventure,Summer,4,24°C,₹35544,2.07,Medium,Lodge,Yes,Car
Shimla,High,Cold,Adventure,Summer,3,24°C,₹32512,2.8,Medium,Homestay,No,Car
Shimla,High,Cold,Adventure,Summer,4,15°C,₹32113,3.66,Low,Homestay,No,Bus
